"","Gene","HV","Pi","D"
"49","AT1G01460","all_genes",0.00217345542945734,0.922186048691696
"50","AT1G01470","all_genes",0.0001630706511288,-0.9114594582226
"51","AT1G01480","all_genes",0.00584123820262282,1.9822465067557
"52","AT1G01490","all_genes",0.00607246555526555,2.16051106517273
"53","AT1G01500","all_genes",0.00096819627871646,-1.6558679007443
"54","AT1G01510","all_genes",0.00053420772441932,-1.74399976806048
"55","AT1G01520","all_genes",0.00098977362173827,-1.58318019053835
"56","AT1G01530","all_genes",0.0011952868954695,-2.04074431785677
"57","AT1G01540","all_genes",0.00788310399545564,2.98816119467065
"58","AT1G01550","all_genes",0.00217579434738734,-1.01062390408801
"59","AT1G01560","all_genes",0.00126932941338477,-1.41589345400305
"60","AT1G01570","all_genes",0.00209852310985473,-1.18636730081927
"61","AT1G01580","all_genes",0.0010182626995317,-1.22757837600877
"62","AT1G01590","all_genes",0.00185426314236101,-1.95279683364725
"63","AT1G01600","all_genes",0.00247856221242153,-0.7697727857293
"64","AT1G01610","all_genes",0.00359254511254282,0.472603334973077
"65","AT1G01620","all_genes",0.00183296964220939,-0.712589875716114
"66","AT1G01630","all_genes",0.00055490088872269,-0.682441882671657
"67","AT1G01640","all_genes",0.0004743594627688,-1.57827392032471
"68","AT1G01650","all_genes",0.00037315206688299,-0.341675361896747
"69","AT1G01660","all_genes",0.00197293903858824,-1.14919764707502
"70","AT1G01670","all_genes",0.0027655534366357,-1.30771301408536
"71","AT1G01680","all_genes",0.00708268263231024,1.36954895881177
"72","AT1G01690","all_genes",0.00724674364488929,1.5614307568489
"73","AT1G01695","all_genes",0.00400741455783705,-0.431677181659103
"74","AT1G01700","all_genes",0.00433530243031618,-0.236325486240763
"75","AT1G01710","all_genes",0.00291456671621871,-0.367392057990745
"76","AT1G01715","all_genes",0.00775811999093837,0.476095026745793
"77","AT1G01720","all_genes",0.00371809975381746,0.107125587087944
"78","AT1G01725","all_genes",0.00387641875475939,-0.670463867041832
"79","AT1G01730","all_genes",0.00626265747615452,0.234000892942287
"80","AT1G01740","all_genes",0.00054143266735663,-1.24730742151017
"81","AT1G01750","all_genes",0,NA
"82","AT1G01760","all_genes",0.0032015258243087,-0.527600403076358
"83","AT1G01770","all_genes",0.00485173749085266,-0.36886975294249
"84","AT1G01780","all_genes",0.00215734099672373,0.239992399475536
"85","AT1G01790","all_genes",0.00231927554899157,-1.18454157899195
"86","AT1G01800","all_genes",0.00256698321279185,-0.357392942950279
"87","AT1G01810","all_genes",0.00060828043465981,-1.32517737988348
"88","AT1G01820","all_genes",0.00042210195791992,-1.58167264955443
"89","AT1G01830","all_genes",0.00203271257953361,-0.207511863274484
"90","AT1G01840","all_genes",0.0004828832523807,-1.43452272335271
"91","AT1G01860","all_genes",0.00087277845114102,-1.36115001369888
"92","AT1G01880","all_genes",0.00077726908987866,-1.92278589960098
"93","AT1G01900","all_genes",0.00140162840544224,-1.84619117884086
"94","AT1G01910","all_genes",0.00047357693442193,-1.31829399832166
"95","AT1G01920","all_genes",0.00096688708594763,-1.11871451580235
"96","AT1G01930","all_genes",0.00147544866381563,-1.1699949783971
"97","AT1G01940","all_genes",0.00032272781477333,-1.2120543960666
"98","AT1G01950","all_genes",0.00099195021654984,-1.12673090369823
"99","AT1G01960","all_genes",0.00129049707485431,-1.10117670830481
"100","AT1G01970","all_genes",0.00063606065985525,-1.45947971537006
"101","AT1G01980","all_genes",0.00158228644907664,-1.30465063726402
"102","AT1G01990","all_genes",0.00270379245172155,1.29457570429547
"103","AT1G02000","all_genes",0.00198726559821114,-0.817784932235811
"104","AT1G02010","all_genes",0.0005679456655466,-1.78355471511384
"105","AT1G02020","all_genes",0.00526819044981241,0.755324337252338
"106","AT1G02030","all_genes",0.00585855513721213,0.303558197392793
"107","AT1G02040","all_genes",0.00074607770187491,-1.82920755123693
"108","AT1G02050","all_genes",0.00131617682227274,-1.1727786137552
"109","AT1G02060","all_genes",0.00254893846921912,-0.134337809162368
"110","AT1G02065","all_genes",0.00022508393010178,-1.43377156873506
"111","AT1G02067","all_genes",0,NA
"112","AT1G02070","all_genes",0.00114178251297075,-1.08879423781285
"113","AT1G02080","all_genes",0.00105371924149661,-1.33086028265684
"114","AT1G02090","all_genes",0.00148523186857833,-0.506514179331958
"115","AT1G02100","all_genes",0.0020336749106187,-0.314043728488982
"116","AT1G02110","all_genes",0.00154793394984978,-0.373270518855318
"117","AT1G02120","all_genes",0.00102558739197385,-1.47579320258127
"118","AT1G02130","all_genes",0.00049448647579488,-1.3191887890349
"119","AT1G02140","all_genes",0.00230906803969928,-0.180743262319669
"120","AT1G02145","all_genes",0.00211119800502727,0.706543810443453
"121","AT1G02150","all_genes",0.00217181150328475,0.644366235897288
"122","AT1G02160","all_genes",0.00101672028277532,-1.09029077887676
"123","AT1G02170","all_genes",0.00404467799474,2.05619281153305
"124","AT1G02180","all_genes",0.00791194375591474,0.207527501980757
"125","AT1G02190","all_genes",0.00115305293130242,-1.25598699211538
"126","AT1G02205","all_genes",0.00474823476720714,0.381966555647783
"127","AT1G02210","all_genes",0.023699870379661,1.49553985534856
"128","AT1G02220","all_genes",0.0169613501864009,1.37670423607211
"129","AT1G02230","all_genes",0.0158683850361084,1.56117174749335
"130","AT1G02250","all_genes",0.00192865584858621,-0.991826385394948
"131","AT1G02260","all_genes",0.00674104859240888,0.308864875557901
"132","AT1G02270","all_genes",0.00807039814132705,1.24665436190522
"133","AT1G02280","all_genes",0,NA
"134","AT1G02290","all_genes",0.00172021233881672,-1.16869733740713
"135","AT1G02300","all_genes",0.00352933811580922,-0.716629596336199
"136","AT1G02305","all_genes",0.00364902671831342,-1.23529484720644
"137","AT1G02310","all_genes",0.00503372207365815,-0.959901451262666
"138","AT1G02320","all_genes",0,NA
"139","AT1G02330","all_genes",0.0020470501983013,-1.54615902275013
"140","AT1G02335","all_genes",0.0021433431310898,-0.561081645888699
"141","AT1G02340","all_genes",0.00380239316927157,0.535598091251361
"142","AT1G02350","all_genes",0.00070616314175214,-1.32328626376709
"143","AT1G02360","all_genes",0.00666584437624561,0.737543654961023
"144","AT1G02370","all_genes",0.00419932232041675,-1.16425945822561
"145","AT1G02380","all_genes",0.00694299530653013,0.958639223503239
"146","AT1G02390","all_genes",0.00161378546973045,-0.825900130598551
"147","AT1G02400","all_genes",0.00057688222895127,-1.23204094441484
"148","AT1G02405","all_genes",0.00054597002367943,-1.09296992281284
"149","AT1G02410","all_genes",0.00026308373640363,-1.42947445029586
"150","AT1G02420","all_genes",0.00206370500255346,-1.02627153718018
"151","AT1G02430","all_genes",0.00085851825418515,-1.03339395967465
"152","AT1G02440","all_genes",0.00052630491760734,-1.58911579192191
"153","AT1G02450","all_genes",0.0103528511055308,1.51808329185445
"154","AT1G02460","all_genes",0.00338550489327615,-1.10877402077061
"155","AT1G02470","all_genes",0.00081064146742941,-1.86600207054185
"156","AT1G02475","all_genes",0.00203278693953969,-0.955130189151343
"157","AT1G02490","all_genes",0.00069334664558892,-0.913816018926868
"158","AT1G02500","all_genes",0.00769266732456605,1.60323174668394
"159","AT1G02510","all_genes",0.00489297613365358,0.49799864839195
"160","AT1G02520","all_genes",0.00402343157219951,1.01635903670377
"161","AT1G02530","all_genes",0.00671789779504497,0.269088430674393
"162","AT1G02540","all_genes",0.00525193743473948,0.796461941700447
"163","AT1G02550","all_genes",0.0027990404395976,0.124901102917656
"164","AT1G02560","all_genes",0.00091848368711737,-1.21965470148603
"165","AT1G02570","all_genes",0.00728724655885456,0.169803303407047
"166","AT1G02575","all_genes",0.00147919127395001,-1.02849935998859
"167","AT1G02580","all_genes",0.00215619216928259,-1.66027927577798
"168","AT1G02590","all_genes",0.008269723080765,0.595087363981899
"169","AT1G02610","all_genes",0.0013880154879907,-0.814502325599937
"170","AT1G02620","all_genes",0.00212287920087089,-0.965924899193246
"171","AT1G02630","all_genes",0.00085523610078572,-1.74695945891036
"172","AT1G02640","all_genes",0.00347382529607518,-0.384500131664078
"173","AT1G02650","all_genes",0.00823337032436405,0.803248161442294
"174","AT1G02660","all_genes",0.00272761828908962,-0.299878960298768
"175","AT1G02670","all_genes",0.00302941731660915,0.370904521232543
"176","AT1G02680","all_genes",0.0004006304037235,-0.696197669002621
"177","AT1G02690","all_genes",0.00125370862425149,-0.282130429745996
"178","AT1G02700","all_genes",0.00209062449132777,-0.727516448602917
"179","AT1G02705","all_genes",0.00911896110880243,-0.0120573942911045
"180","AT1G02710","all_genes",NA,NA
"181","AT1G02720","all_genes",0.00424043204012955,-0.380353473068364
"182","AT1G02730","all_genes",0.00512019625144615,0.594295200569105
"183","AT1G02740","all_genes",0.00142964554829075,-0.203821135085385
"184","AT1G02750","all_genes",0.0111872692502164,1.27768398285047
"185","AT1G02770","all_genes",0.00490928846014856,-0.0112983037050205
"186","AT1G02780","all_genes",0.0017560166306499,-0.880253768860394
"187","AT1G02790","all_genes",0.00147557452035799,-1.66777380954076
"188","AT1G02800","all_genes",0.00108805994303992,-1.1280590519226
"189","AT1G02810","all_genes",0.0011455793914151,-1.70131492401701
"190","AT1G02813","all_genes",0.00278569575503836,-1.02288194356924
"191","AT1G02816","all_genes",0.00368835519234853,-1.32079307746579
"192","AT1G02820","all_genes",0.00159676371925257,-0.665204091677606
"193","AT1G02830","all_genes",0.0117916248926576,-0.465972752181784
"194","AT1G02840","all_genes",0.00189765278669442,-0.87550266752736
"195","AT1G02850","all_genes",0.00117557966643911,-1.69051953017034
"196","AT1G02860","all_genes",0.00115013920355045,-1.32085361660448
"197","AT1G02870","all_genes",0.00075818526585283,-1.39637756290281
"198","AT1G02880","all_genes",0.00822958574945623,2.43097328323214
"199","AT1G02890","all_genes",0.00175105107803204,-0.180762750808656
"200","AT1G02900","all_genes",0.0006001514216477,-1.08787115830647
"201","AT1G02910","all_genes",0.00123417554651288,-0.886658628340997
"202","AT1G02920","all_genes",0.00055530146089483,-0.840810438509752
"203","AT1G02930","all_genes",0.00377750635933998,0.0332321943862091
"204","AT1G02940","all_genes",0.00508624631193876,1.04443830062743
"205","AT1G02950","all_genes",0.00177024076099904,0.2308474830618
"206","AT1G02960","all_genes",0.00051650630491303,-1.53989616824162
"207","AT1G02965","all_genes",0.00139250855494608,-1.5808017083331
"208","AT1G02970","all_genes",0.00217853493004682,-1.90723936774214
"209","AT1G02980","all_genes",0.0018117745311541,-0.837438063892398
"210","AT1G02990","all_genes",0.00208276888177426,-1.25764339616804
"211","AT1G03000","all_genes",0.00125471751228048,-1.28110083555581
"212","AT1G03010","all_genes",0.00066012931918042,-1.56333238023248
"213","AT1G03020","all_genes",0.0002354903596134,-0.913351596204968
"214","AT1G03030","all_genes",0.00058636635632186,-1.72266218452394
"215","AT1G03040","all_genes",0.00015822282924062,-0.713640350996243
"216","AT1G03050","all_genes",0.00159498300649549,-1.6493363986074
"217","AT1G03055","all_genes",0.00319847920820749,-0.443280832280755
"218","AT1G03060","all_genes",0.00063450282850984,-1.74835869429317
"219","AT1G03070","all_genes",9.84426913137997e-05,-0.915380685284578
"220","AT1G03080","all_genes",0.00151292233572774,-1.1399706896212
"221","AT1G03090","all_genes",0.00055098398723328,-1.75954114480362
"222","AT1G03100","all_genes",0.00092548126325414,-1.58762414187928
"223","AT1G03103","all_genes",0.00072245128827085,-1.4871001979993
"224","AT1G03106","all_genes",0.00364933774309631,-1.31908902103582
"225","AT1G03110","all_genes",0.00159018473250677,-1.35166046285957
"226","AT1G03120","all_genes",0.00187550734943559,-0.652255515181335
"227","AT1G03130","all_genes",0.00036195507524813,-1.4324745415075
"228","AT1G03140","all_genes",0.00110553234764692,-0.169271373677056
"229","AT1G03150","all_genes",0.00014241116609031,-0.917438197188839
"230","AT1G03160","all_genes",0.00214398921065709,0.0484932086157998
"231","AT1G03165","all_genes",0,NA
"232","AT1G03170","all_genes",0.00537003116689107,0.313106379008263
"233","AT1G03180","all_genes",0.00120852171080838,-1.0602955974944
"234","AT1G03190","all_genes",0.00098250567938034,-0.876871389453897
"235","AT1G03200","all_genes",0.010062893081761,1.0285912696499
"236","AT1G03210","all_genes",0.00103233507396404,-0.412946720004045
"237","AT1G03220","all_genes",0.00315674238395955,-0.940226533983628
"238","AT1G03230","all_genes",0.00397862635855426,-1.43862567472472
"239","AT1G03240","all_genes",0.00736053456550351,-0.743272804630183
"240","AT1G03250","all_genes",0.00168595013424698,-1.43667797504187
"241","AT1G03260","all_genes",0.00086625662698523,-0.698380102613863
"242","AT1G03270","all_genes",0.00025077956525052,-1.6985177741056
"243","AT1G03280","all_genes",0.00080246521492797,-1.11988535936731
"244","AT1G03290","all_genes",0.0001285472181391,-1.43273781120652
"245","AT1G03300","all_genes",0.00269295326183767,-0.327541982936733
"246","AT1G03310","all_genes",0.00052650625950987,-1.72212387821954
"247","AT1G03320","all_genes",0.00100951613856423,-1.99125543920527
"248","AT1G03325","all_genes",NA,NA
"249","AT1G03330","all_genes",0.00026688907422852,-0.915380685284578
"250","AT1G03340","all_genes",0.00063778844069487,-1.67969995780285
"251","AT1G03350","all_genes",0.00131255651997049,-1.29881427503402
"252","AT1G03360","all_genes",0.0001520254220289,-1.22842311837958
"253","AT1G03365","all_genes",0.00092425743910596,-0.602994830464491
"254","AT1G03370","all_genes",0.00018776023311283,-1.46855366845441
"255","AT1G03380","all_genes",0.00104558708195821,-1.41182733456786
"256","AT1G03390","all_genes",0.00035954464067874,-1.31735901777332
"257","AT1G03395","all_genes",NA,NA
"258","AT1G03400","all_genes",0.00138830002348235,-1.25870902136112
"259","AT1G03410","all_genes",0.00219599917286404,-0.599804145809435
"260","AT1G03430","all_genes",0.00157693639785551,-1.30455080557129
"261","AT1G03440","all_genes",0.00081075209135576,-1.04356362171167
"262","AT1G03445","all_genes",0.00137206172181022,-1.09101030729257
"263","AT1G03457","all_genes",0.00519225081492525,0.399217778926094
"264","AT1G03470","all_genes",0.00104883228568582,-0.45974333185142
"265","AT1G03475","all_genes",0,NA
"266","AT1G03490","all_genes",0.00101204606584868,-1.17564876879058
"267","AT1G03495","all_genes",0.00423357213962635,-0.153807005424345
"268","AT1G03510","all_genes",0.00054835222005291,-1.52973628791793
"269","AT1G03520","all_genes",0.00010819827333588,-1.22582338206415
"270","AT1G03530","all_genes",0.00153082079240842,-1.40813722632343
"271","AT1G03540","all_genes",0.00101062926473588,-1.56209914901885
"272","AT1G03550","all_genes",0.00032957246454369,-0.319542781159653
"273","AT1G03560","all_genes",0.00072048977710556,-0.829420176988569
"274","AT1G03590","all_genes",0.00161998171693296,0.360418205938082
"275","AT1G03600","all_genes",0.00043784888333487,-1.06838340202361
"276","AT1G03610","all_genes",0.0003190554728464,-1.5782104272484
"277","AT1G03620","all_genes",0.00173788741642071,-0.915892937638854
"278","AT1G03630","all_genes",0.00125523102336021,-1.53425907739082
"279","AT1G03650","all_genes",0.00195746199400799,-1.32162002483741
"280","AT1G03660","all_genes",0.0081067556296914,1.38135083586939
"281","AT1G03670","all_genes",0.00857281260387184,2.57432557527047
"282","AT1G03680","all_genes",0.00132749508725711,-0.671084764266751
"283","AT1G03687","all_genes",0.00684895922623927,1.47807363187912
"284","AT1G03700","all_genes",0.00255703384074473,0.952949966526641
"285","AT1G03710","all_genes",0.00195138199465316,-0.858899568318067
"286","AT1G03720","all_genes",0.00173621825273342,-0.892703270214138
"287","AT1G03730","all_genes",0.00029352717203184,-1.23117951235862
"288","AT1G03740","all_genes",0.00110421563118746,-0.71045215574677
"289","AT1G03750","all_genes",0.00106447126295635,-0.498464804884484
"290","AT1G03760","all_genes",0.00163974935202125,-1.42251531726363
"291","AT1G03770","all_genes",0.00052048913023424,-1.31937703032884
"292","AT1G03780","all_genes",0.00154009960061834,-0.455565226879252
"293","AT1G03790","all_genes",0.0059268736263434,0.605938807356719
"294","AT1G03800","all_genes",0.00195941236965921,-1.08034240830795
"295","AT1G03810","all_genes",0.0029214883272851,0.159220790612394
"296","AT1G03820","all_genes",0.00054484606887509,-1.49056171182885
"297","AT1G03830","all_genes",0.00225795796537019,-0.22994173714172
"298","AT1G03840","all_genes",0.00216828660212318,-1.04343416104398
"299","AT1G03850","all_genes",0.00273996464199099,-0.667809820322728
"300","AT1G03860","all_genes",0.00042836525909753,-1.20519711246155
"301","AT1G03870","all_genes",0.00053885661362296,0.0538249582707013
"302","AT1G03880","all_genes",0.00064841954265905,0.232252539010682
"303","AT1G03890","all_genes",0.0038652533253843,1.26415178990124
"304","AT1G03900","all_genes",0.00027005849603383,-1.08519076917932
"305","AT1G03905","all_genes",0.00033165660779466,-0.950176490217995
"306","AT1G03910","all_genes",0.00072161960918686,-1.69835469945768
"307","AT1G03920","all_genes",0.00127098655695429,-1.63093220256648
"308","AT1G03930","all_genes",0.00377395394157983,0.355583968107638
"309","AT1G03940","all_genes",0.00686388723073222,0.985841752797262
"310","AT1G03950","all_genes",0.00071835525412363,-1.62960594171454
"311","AT1G03960","all_genes",0.00717813148910248,1.33950751475553
"312","AT1G03970","all_genes",0.00357096486133042,-0.12424886525689
"313","AT1G03980","all_genes",0.0017480297620749,-0.00148829295864283
"314","AT1G03982","all_genes",0.00040688068626719,-1.09030260848321
"315","AT1G03990","all_genes",0.00076453794126794,-1.22296718908461
"316","AT1G04000","all_genes",0.00233249395435997,-0.614301947315808
"317","AT1G04010","all_genes",0.00052593555825113,-1.27086963274843
"318","AT1G04020","all_genes",0.00114799291622739,-1.36095652059624
"319","AT1G04030","all_genes",0.00202888308129318,-1.73911338024639
"320","AT1G04040","all_genes",0.00089622146074312,-1.68683484164005
"321","AT1G04050","all_genes",0.00211897115976505,-1.30874747013961
"322","AT1G04070","all_genes",0.00026697471441406,-0.91579766595455
"323","AT1G04080","all_genes",0.00133264240569173,-1.16172289496881
"324","AT1G04090","all_genes",0.00059541482196973,-1.23233977268083
"325","AT1G04100","all_genes",0.00100566987530238,-1.24029319112449
"326","AT1G04105","all_genes",NA,NA
"327","AT1G04110","all_genes",0.00137177665867693,-1.51061585405652
"328","AT1G04120","all_genes",0.00053493928152665,-1.75421875078777
"329","AT1G04130","all_genes",0.00321830538694433,-0.266445629001258
"330","AT1G04140","all_genes",0.00151279591512462,-0.914568026634875
"331","AT1G04150","all_genes",0.00076331511869789,-0.989824586547473
"332","AT1G04160","all_genes",0.00410047931725691,1.59275074883007
"333","AT1G04170","all_genes",0.00496005566730003,1.29843738395258
"334","AT1G04180","all_genes",0.00118806178077141,-1.22284389969034
"335","AT1G04190","all_genes",0.00175948569628759,-0.841737170709026
"336","AT1G04200","all_genes",0.00061452243558917,-1.35745508068155
"337","AT1G04210","all_genes",0.00091795840005661,-1.27936565246161
"338","AT1G04220","all_genes",0.00231919841056083,-0.0910889694688847
"339","AT1G04230","all_genes",0.00118321775769911,-0.855396898178744
"340","AT1G04240","all_genes",0.00127003079731945,-1.52246407367321
"341","AT1G04250","all_genes",0.0006607577852501,-1.38283597353104
"342","AT1G04260","all_genes",0.00013741345594841,-0.909448837321544
"343","AT1G04270","all_genes",0.00033371839301758,-1.22033823042037
"344","AT1G04280","all_genes",0.00354445994321726,0.129497150115215
"345","AT1G04290","all_genes",0.00415906494862789,0.498664574736878
"346","AT1G04300","all_genes",0.00178284993142431,-1.02045874479482
"347","AT1G04310","all_genes",0.00754205916370752,1.7443267091642
"348","AT1G04330","all_genes",0.00457357434265898,-0.218377675702662
"349","AT1G04340","all_genes",0.00060922329672152,-0.950176490217995
"350","AT1G04350","all_genes",0.00136368890971083,-0.798750245976461
"351","AT1G04360","all_genes",0.00073841314840819,-0.87303750825656
"352","AT1G04370","all_genes",0.00224538620589037,-0.39036109880925
"353","AT1G04380","all_genes",0.00679076426633588,-0.36559049461628
"354","AT1G04390","all_genes",0.00365927983980034,-0.310839280669448
"355","AT1G04400","all_genes",0.00507988758309184,-0.723757379668586
"356","AT1G04410","all_genes",0.003933760443884,-0.204847692918621
"357","AT1G04420","all_genes",0.00329669902078209,-0.816023016073024
"358","AT1G04430","all_genes",0.00093738087327231,-2.21454199464273
"359","AT1G04440","all_genes",0.00141301491979944,-1.39106022955719
"360","AT1G04445","all_genes",0.00240146631888865,-1.43720360876635
"361","AT1G04450","all_genes",0.0002169497075784,-0.709517292285511
"362","AT1G04455","all_genes",0.00082820343493402,-1.32313089909526
"363","AT1G04470","all_genes",0.00088836368542235,-1.5199120783025
"364","AT1G04480","all_genes",0.00053143120959121,-1.07734915267678
"365","AT1G04490","all_genes",0.00136392951471652,-1.28286619389015
"366","AT1G04500","all_genes",0.00081910328456126,-1.30603053114896
"367","AT1G04510","all_genes",0.00168614343158716,-1.40064267360277
"368","AT1G04520","all_genes",0.00338447002128387,-0.673939812773296
"369","AT1G04530","all_genes",0.00491039452221496,0.459513982937617
"370","AT1G04540","all_genes",0.00403429203267502,-0.780473191615496
"371","AT1G04550","all_genes",0.00097426684560049,-1.54706809422863
"372","AT1G04555","all_genes",0.00064945514028289,-1.58132982537314
"373","AT1G04560","all_genes",0.00931175283402729,2.77150855429963
"374","AT1G04570","all_genes",0.00427719886696187,1.36894775993964
"375","AT1G04580","all_genes",0.00169898535651276,-0.762303350374253
"376","AT1G04590","all_genes",0.0053864620662679,1.12241560426223
"377","AT1G04600","all_genes",0.00135130660610274,-1.32881382645596
"378","AT1G04610","all_genes",0.0013114400556225,-1.92295068574291
"379","AT1G04620","all_genes",0.00033077970003527,-1.79139249622275
"380","AT1G04625","all_genes",0.0104926930252647,0.00419586062554928
"381","AT1G04630","all_genes",0.00120739067454751,0.382432419204591
"382","AT1G04635","all_genes",0.00548177954796498,-0.148607940598557
"383","AT1G04640","all_genes",0.00147643723558938,-1.40915650769773
"384","AT1G04645","all_genes",0.00113579785909883,-0.652473708032111
"385","AT1G04650","all_genes",0.00201783790085977,-1.23579154437951
"386","AT1G04660","all_genes",0.00121022459565781,-1.67299056329325
"387","AT1G04670","all_genes",0.00134168426897658,-1.31543502069808
"388","AT1G04680","all_genes",0.00621324913281022,1.3266042493137
"389","AT1G04690","all_genes",0.00252058458154271,0.608124760285327
"390","AT1G04700","all_genes",0.0012528503930692,-1.47676599855657
"391","AT1G04710","all_genes",0.00158439911278132,-1.16659342082507
"392","AT1G04730","all_genes",0.00041173741341454,-1.87887025018396
"393","AT1G04750","all_genes",0.00133459150740521,-0.434605027438388
"394","AT1G04760","all_genes",0.00057391462183843,-1.19224977978612
"395","AT1G04770","all_genes",0.0027459433383302,1.22345045220309
"396","AT1G04778","all_genes",0.00043679638695214,-0.917719453897498
"397","AT1G04780","all_genes",0.00137377830938477,-1.7703978036904
"398","AT1G04790","all_genes",0.00317006913344407,-0.933059848320544
"399","AT1G04800","all_genes",0.00200642188770107,-1.46885564189813
"400","AT1G04810","all_genes",0.00110802554388151,-1.27727837662941
"401","AT1G04820","all_genes",0,NA
"402","AT1G04830","all_genes",0.00027524184883194,-1.20586371211886
"403","AT1G04840","all_genes",0.00112921562927903,-1.03399542196163
"404","AT1G04850","all_genes",0.00097479722511383,-1.07699312579897
"405","AT1G04860","all_genes",0.00098352866107703,-1.26769410308206
"406","AT1G04870","all_genes",0.0014361168267974,-0.432178128725465
"407","AT1G04880","all_genes",0.00038119367064226,-1.72686483584717
"408","AT1G04890","all_genes",0.00315324042933237,-0.197788436551953
"409","AT1G04895","all_genes",0.00449468533459827,0.590746383861593
"410","AT1G04900","all_genes",0.00044883585111178,-1.81303357234406
"411","AT1G04910","all_genes",0.00087302637498904,-1.50419314865774
"412","AT1G04920","all_genes",0.0006263965132478,-2.26381237913796
"413","AT1G04930","all_genes",0.00153311531201606,-1.3847276087359
"414","AT1G04940","all_genes",0.0032270274788708,0.35233367574664
"415","AT1G04945","all_genes",0.00026320463522089,-1.3222462005003
"416","AT1G04950","all_genes",0.00082123034104547,-1.15893137991192
"417","AT1G04960","all_genes",0.00134928089480879,-1.00785731991153
"418","AT1G04970","all_genes",0.00104902343729744,-0.990220180691853
"419","AT1G04980","all_genes",0.00152522606897224,0.622769017260248
"420","AT1G04985","all_genes",0.00013364254549742,-0.903169114092897
"421","AT1G04990","all_genes",0.00114699590902954,-0.589449091422586
"422","AT1G05000","all_genes",0.00255741715253473,-1.12472742623724
"423","AT1G05005","all_genes",0.00548963379145363,-0.306801937493138
"424","AT1G05010","all_genes",0.00274860610769343,-0.0311659911377401
"425","AT1G05020","all_genes",0.00172661634172347,-0.858492059938401
"426","AT1G05030","all_genes",0.00533575784249149,0.0796714880919727
"427","AT1G05035","all_genes",0.00648104500707214,-0.41008388681592
"428","AT1G05040","all_genes",0.00228407286153529,-1.33939012346069
"429","AT1G05055","all_genes",0.00201702801299528,-1.52205651012239
"430","AT1G05060","all_genes",0.00322706777760162,-1.59161077277017
